# https://www.data.go.kr/data/15013205/standard.do
가능역:佳陵驛
굽은다리역:굽은다리驛
귤현역:橘峴驛
금곡역:金谷驛
금남로사가역:錦南路四街驛
금남로오가역:錦南路五街驛
금련산역:金蓮山驛
금릉역:金陵驛
금사역:錦絲驛
금정역:衿井驛
금천구청역:衿川區廳驛
금촌역:金村驛
금호역:金湖驛
기장역:機張驛
기흥역:器興驛
길동역:吉洞驛
길음역:吉音驛
김대중컨벤션센터역:金大中컨벤션센터驛
김량장역:金良場驛
김유정역:金裕貞驛
김포공항역:金浦空港驛
김해대학역:金海大學驛
김해시청역:金海市廳驛
까치산역:까치山驛
까치울역:까치울驛
낙민역:樂民驛
낙성대역:落星垈驛
남광주역:南光州驛
남구로역:南九老驛
남동구청역:南洞區廳驛
남동인더스파크역:南洞인더스파크驛
남부터미널역:南部터미널驛
남산역:南山驛
남산정역:南山亭驛
남성역:南城驛
남양산역:南梁山驛
남영역:南營驛
남천역:南川驛
남춘천역:南春川驛
남태령역:南泰嶺驛
남포역:南浦驛
남한산성입구역:南漢山城入口驛
낫개역:낫개驛
내당역:內唐驛
내방역:內方驛
냉정역:冷井驛
노량진역:鷺梁津驛
노원역:蘆原驛
노은역:老隱驛
노포역:老圃驛
녹동역:鹿洞驛
녹번역:碌磻驛
녹사평역:綠莎坪驛
녹양역:綠楊驛
녹천역:鹿川驛
논현역:論峴驛
농성역:農城驛
능곡역:陵谷驛
다대포항역:多大浦港驛
다대포해수욕장역:多大浦海水浴場驛
다사역:多斯驛
단대오거리역:丹垈오거리驛
달성공원역:達城公園驛
달월역:達月驛
담티역:담티驛
답십리역:踏十里驛
당고개역:堂嶺驛
당리역:堂里驛
당산역:堂山驛
당정역:當井驛
대곡역:大谷驛
대공원역:大公園驛
대구역:大邱驛
대구은행역:大邱銀行驛
대동역:大洞驛
대림역:大林驛
대명역:大明驛
대모산입구역:大母山入口驛
대방역:大方驛
대봉교역:大鳳橋驛
대사역:大沙驛
대성리역:大成里驛
대실역:대실驛
대야미역:大夜味驛
대연역:大淵驛
대저역:大渚驛
대저역:大猪驛
대전역:大田驛
대청역:大廳驛
대치역:大峙驛
대티역:大峙驛
대화역:大化驛
대흥역:大興驛
덕계역:德溪驛
덕두역:德斗驛
덕소역:德沼驛
덕정역:德亭驛
덕천역:德川驛
덕포역:德浦驛
도곡역:道谷驛
도농역:陶農驛
도림천역:道林川驛
도봉역:道峰驛
도봉산역:道峰山驛
도산역:道山驛
도심역:陶深驛
도원역:桃源驛
도화역:道禾驛
독립문역:獨立門驛
독바위역:독바위驛
독산역:禿山驛
독정역:篤亭驛
돌고개역:돌고개驛
돌곶이역:돌곶이驛
동구청역:東區廳驛
동대구역:東大邱驛
동대문역:東大門驛
동대문역사문화공원역:東大門歷史文化公園驛
동대신역:東大新驛
동대입구역:東大入口驛
동두천역:東豆川驛
동두천중앙역:東豆川中央驛
동래역:東萊驛
동막역:東幕驛
동매역:東매驛
동묘앞역:東廟앞驛
동백역:冬柏驛
동백역:東栢驛
동부산대학역:東釜山大學驛
동수역:東樹驛
동암역:銅岩驛
동오역:東梧驛
동원역:東院驛
동의대역:東義大驛
동인천역:東仁川驛
동작역:銅雀驛
동천역:東川驛
동촌역:東村驛
동춘역:東春驛
두류역:頭流驛
두실역:斗實驛
두정역:斗井驛
둔전역:屯田驛
둔촌동역:遁村洞驛
둔촌오륜역:遁村五輪驛
등구역:登龜驛
디지털미디어시티역:디지털미디어시티驛
뚝섬역:뚝섬驛
뚝섬유원지역:뚝섬遊園地驛
마곡역:麻谷驛
마두역:馬頭驛
마들역:마들驛
마산역:麻山驛
마석역:磨石驛
마장역:馬場驛
마전역:麻田驛
마천역:馬川驛
마포역:麻浦驛
마포구청역:麻浦區廳驛
만덕역:萬德驛
만수역:万壽驛
만촌역:晩村驛
만평역:萬坪驛
망미역:望美驛
망우역:忘憂驛
망원역:望遠驛
망월사역:望月寺驛
망포역:網浦驛
매교역:梅橋驛
매봉역:梅峰驛
매천역:梅川驛
매천시장역:梅川市場驛
매탄권선역:梅灘勸善驛
먹골역:먹골驛
면목역:面牧驛
명덕역:明德驛
명동역:明洞驛
명륜역:明倫驛
명일역:明逸驛
명장역:鳴藏驛
명지대역:明知大驛
명학역:鳴鶴驛
모덕역:毛德驛
모라역:毛羅驛
모란역:牡丹驛
모래내시장역:모래내市場驛
목동역:木洞驛
못골역:못골驛
몽촌토성역:夢村土城驛
무악재역:毋岳齋驛
문래역:文來驛
문산역:汶山驛
문양역:汶陽驛
문정역:文井驛
문학경기장역:文鶴競技場驛
문현역:門峴驛
문화전당역:文化殿堂驛
물만골역:물만골驛
미금역:美金驛
미남역:美南驛
미사역:渼沙驛
미아역:彌阿驛
미아사거리역:彌阿四거리驛
민락역:民樂驛
박물관역:博物館驛
박촌역:朴村驛
반고개역:반고개驛
반석역:盤石驛
반야월역:半夜月驛
반여농산물시장역:盤如農産物市場驛
반월역:半月驛
반월당역:半月堂驛
반포역:盤浦驛
발곡역:鉢谷驛
발산역:鉢山驛
방배역:方背驛
방이역:芳荑驛
방촌역:芳村驛
방학역:放鶴驛
방화역:傍花驛
배방역:排芳驛
배산역:盃山驛
백마역:白馬驛
백석역:白石驛
백양리역:白楊里驛
백운역:白雲驛
버티고개역:버티고개驛
범계역:凡溪驛
범골역:범골驛
범내골역:범내골驛
범물역:凡勿驛
범어역:泛魚驛
범어사역:梵魚寺驛
범일역:凡一驛
벡스코역:벡스코驛
별내역:別內驛
병점역:餠店驛
보라매역:보라매驛
보문역:普門驛
보산역:保山驛
보정역:寶亭驛
보평역:洑坪驛
복정역:福井驛
봉명역:鳳鳴驛
봉은사역:奉恩寺驛
봉천역:奉天驛
봉화산역:烽火山驛
봉황역:鳳凰驛
부개역:富開驛
부발역:夫鉢驛
부산역:釜山驛
부산대역:釜山大驛
부산대양산캠퍼스역:釜山大梁山캠퍼스驛
부산원동역:釜山院洞驛
부산진역:釜山鎭驛
부암역:釜岩驛
부원역:府院驛
부전역:釜田驛
부천역:富川驛
부천시청역:富川市廳驛
부천종합운동장역:富川綜合運動場驛
부평역:富平驛
부평구청역:富平區廳驛
부평삼거리역:富平三거리驛
부평시장역:富平市場驛
북구청역:北區廳驛
불광역:佛光驛
불암역:佛岩驛
사가정역:四佳亭驛
사당역:舍堂驛
사릉역:思陵驛
사리역:四理驛
사상역:沙上驛
사우역:沙隅驛
사월역:沙月驛
사직역:社稷驛
사하역:沙下驛
산본역:山本驛
산성역:山城驛
삼가역:三街驛
삼각지역:三角地驛
삼동역:三洞驛
삼산체육관역:三山體育館驛
삼성역:三成驛
삼성중앙역:三成中央驛
삼송역:三松驛
삼전역:三田驛
상갈역:上葛驛
상계역:上溪驛
상도역:上道驛
상동역:上洞驛
상록수역:常綠樹驛
상무역:尙武驛
상봉역:上鳳驛
상수역:上水驛
상왕십리역:上往十里驛
상월곡역:上月谷驛
상인역:上仁驛
상일동역:上一洞驛
상천역:上泉驛
새말역:새말驛
새절역:새절驛
서강대역:西江大驛
서구청역:西區廳驛
서대문역:西大門驛
서대신역:西大新驛
서대전네거리역:西大田네거리驛
서동역:書洞驛
서동탄역:西東灘驛
서면역:西面驛
서문시장역:西門市場驛
서부산유통지구역:西釜山流通地區驛
서부여성회관역:西部女性會館驛
서빙고역:西氷庫驛
서울역:서울驛
서울대입구역:서울大入口驛
서울숲역:서울숲驛
서정리역:西井里驛
서초역:瑞草驛
서현역:書峴驛
석계역:石溪驛
석남역:石南驛
석대역:石坮驛
석바위시장역:石바위市場驛
석수역:石水驛
석천사거리역:石泉四거리驛
석촌역:石村驛
석촌고분역:石村古墳驛
선릉역:宣陵驛
선바위역:선바위驛
선정릉역:宣靖陵驛
선학역:仙鶴驛
설화명곡역:舌化椧谷驛
성균관대역:成均館大驛
성당못역:聖堂못驛
성서산업단지역:城西産業團地驛
성수역:聖水驛
성신여대입구역:誠信女大入口驛
성환역:成歡驛
세류역:細柳驛
세마역:洗馬驛
세종대왕릉역:世宗大王陵驛
센텀역:센텀驛
센텀시티역:센텀시티驛
센트럴파크역:센트럴파크驛
소래포구역:蘇來浦口驛
소사역:素砂驛
소요산역:逍遙山驛
소태역:所台驛
송내역:松內驛
송도역:松島驛
송산역:松山驛
송정역:松亭驛
송정공원역:松汀公園驛
송탄역:松炭驛
송파역:松坡驛
송파나루역:松坡나루驛
송현역:松峴驛
수내역:藪內驛
수락산역:水落山驛
수로왕릉역:首露王陵驛
수리산역:修理山驛
수색역:水色驛
수서역:水西驛
수성구민운동장역:壽城區民運動場驛
수성구청역:壽城區廳驛
수성못역:수성못驛
수성시장역:壽城市場驛
수안역:壽安驛
수영역:水營驛
수원역:水原驛
수원시청역:水原市廳驛
수유역:水逾驛
수정역:水亭驛
수진역:壽進驛
숙대입구역:淑大入口驛
숙등역:淑嶝驛
숭실대입구역:崇實大入口驛
숭의역:崇義驛
시립미술관역:市立美術館驛
시민공원역:市民公園驛
시청역:市廳驛
시청용인대역:市廳龍仁大驛
신갈역:新葛驛
신금호역:新金湖驛
신기역:新基驛
신길역:新吉驛
신길온천역:新吉溫泉驛
신내역:新內驛
신답역:新踏驛
신당역:新堂驛
신대방역:新大方驛
신대방삼거리역:新大方三거리驛
신도림역:新道林驛
신둔도예촌역:新屯陶藝村驛
신림역:新林驛
신매역:新梅驛
신사역:新沙驛
신설동역:新設洞驛
신연수역:新延壽驛
신용산역:新龍山驛
신원역:新院驛
신이문역:新里門驛
신장림역:新長林驛
신정역:新亭驛
신정네거리역:新亭네거리驛
신중동역:新中洞驛
신창역:신창驛
신천역:新川驛
신촌역:新村驛
신평역:新平驛
신포역:新浦驛
신풍역:新豊驛
신해운대역:新海雲臺驛
신흥역:新興驛
쌍문역:雙門驛
쌍용역:雙龍驛
쌍촌역:雙村驛
아산역:牙山驛
아시아드경기장역:아시아드競技場驛
아신역:我新驛
아양교역:峨洋橋驛
아차산역:峨嵯山驛
아현역:阿峴驛
안국역:安國驛
안락역:安樂驛
안산역:安山驛
안심역:安心驛
안암역:安岩驛
안양역:安養驛
안지랑역:안지랑驛
안평역:安平驛
암사역:岩寺驛
압구정역:狎鷗亭驛
압구정로데오역:狎鷗亭로데오驛
애오개역:애오개驛
야당역:野塘驛
야목역:野牧驛
야탑역:野塔驛
약수역:藥水驛
양동시장역:良洞市場驛
양산역:梁山驛
양수역:兩水驛
양원역:養源驛
양재역:良才驛
양정역:楊亭驛
양정역:養正驛
양주역:楊州驛
양천구청역:陽川區廳驛
양촌역:陽忖驛
양평역:楊坪驛
양평역:楊平驛
어룡역:魚龍驛
어린이대공원역:어린이大公園驛
어린이회관역:어린이회관驛
어정역:御井驛
어천역:漁川驛
언주역:彦州驛
여의나루역:汝矣나루驛
여의도역:汝矣島驛
여주역:驪州驛
역곡역:驛谷驛
역삼역:驛三驛
역촌역:驛村驛
연산역:蓮山驛
연수역:延壽驛
연신내역:연신내驛
연지공원역:蓮池公園驛
연호역:蓮湖驛
영남대역:嶺南大驛
영대병원역:嶺大病院驛
영등포역:永登浦驛
영등포구청역:永登浦區廳驛
영등포시장역:永登浦市場驛
영산대역:靈山大驛
영통역:靈通驛
예술회관역:藝術會館驛
오금역:梧琴驛
오룡역:五龍驛
오류동역:梧柳洞驛
오리역:梧里驛
오목교역:梧木橋驛
오목천역:梧木川驛
오빈역:梧濱驛
오산역:烏山驛
오산대역:烏山大驛
오시리아역:오시리아驛
오이도역:烏耳島驛
옥수역:玉水驛
온수역:溫水驛
온양온천역:溫陽溫泉驛
온천장역:溫泉場驛
올림픽공원역:올림픽公園驛
완정역:完井驛
왕길역:旺吉驛
왕십리역:往十里驛
외대앞역:外大앞驛
용계역:龍溪驛
용답역:龍踏驛
용두역:龍頭驛
용마산역:龍馬山驛
용문역:龍汶驛
용문역:龍門驛
용산역:龍山驛
용지역:龍池驛
우장산역:雨裝山驛
운길산역:蕓吉山驛
운동장송담대역:運動場松潭大驛
운양역:雲陽驛
운연역:云宴驛
운정역:雲井驛
운천역:云泉驛
원당역:元堂驛
원대역:院垈驛
원덕역:元德驛
원인재역:源仁齋驛
원흥역:元興驛
월계역:月溪驛
월곡역:月谷驛
월곶역:月串驛
월드컵경기장역:월드컵競技場驛
월롱역:月籠驛
월배역:月背驛
월촌역:月村驛
월평역:月坪驛
유성온천역:儒城溫泉驛
율리역:栗里驛
율하역:栗下驛
을지로사가역:乙支路四街驛
을지로삼가역:乙支路三街驛
을지로입구역:乙支路入口驛
응봉역:鷹峰驛
응암역:鷹岩驛
의왕역:義王驛
의정부역:議政府驛
의정부시청역:議政府市廳驛
의정부중앙역:議政府中央驛
이곡역:梨谷驛
이대역:梨大驛
이매역:二梅驛
이수역:梨水驛
이천역:利川驛
이촌역:二村驛
이태원역:梨泰院驛
인덕원역:仁德院驛
인제대역:仁濟大驛
인천역:仁川驛
인천가좌역:仁川佳佐驛
인천논현역:仁川論峴驛
인천대공원역:仁川大公園驛
인천대입구역:仁川大入口驛
인천시청역:仁川市廳驛
인천터미널역:仁川터미널驛
인하대역:仁荷大驛
일광역:日光驛
일산역:一山驛
일원역:逸院驛
임당역:林堂驛
임진강역:臨津江驛
임학역:林鶴驛
자갈치역:자갈치驛
작전역:鵲田驛
잠실역:蠶室驛
잠실나루역:蠶室나루驛
잠실새내역:蠶室새내驛
잠원역:蠶院驛
장기역:場基驛
장림역:長林驛
장산역:萇山驛
장승배기역:長丞拜基驛
장신대역:長神大驛
장암역:長岩驛
장전역:長箭驛
장지역:長旨驛
장한평역:長漢坪驛
재송역:裁松驛
전대에버랜드역:前垈에버랜드驛
전포역:田浦驛
정발산역:鼎鉢山驛
정부과천청사역:政府果川廳舍驛
정부청사역:政府廳舍驛
정왕역:正往驛
정자역:亭子驛
정평역:正坪驛
제기동역:祭基洞驛
제물포역:濟物浦驛
종각역:鐘閣驛
종로삼가역:鍾路三街驛
종로오가역:鐘路五街驛
종합운동장역:綜合運動場驛
좌천역:佐川驛
주례역:周禮驛
주안역:朱安驛
주안국가산단역:朱安國家産團驛
주엽역:注葉驛
죽전역:竹田驛
중계역:中溪驛
중곡역:中谷驛
중구청역:中區廳驛
중동역:中洞驛
중랑역:中浪驛
중앙역:中央驛
중앙로역:中央路驛
중앙보훈병원역:中央報勳病院驛
중화역:中和驛
증산역:甑山驛
증산역:繒山驛
지게골역:지게골驛
지내역:池內驛
지산역:池山驛
지석역:支石驛
지식정보단지역:知識情報團地驛
지제역:芝制驛
지족역:智足驛
지축역:紙木丑驛
지축역:紙杻驛
지평역:砥平驛
지행역:紙杏驛
직산역:稷山驛
진위역:振威驛
진천역:辰泉驛
창동역:倉洞驛
창신역:昌信驛
천마산역:天摩山驛
천안역:天安驛
천왕역:天旺驛
천호역:千戶驛
철산역:鐵山驛
청구역:靑丘驛
청담역:淸潭驛
청라언덕역:靑蘿언덕驛
청량리역:淸凉里驛
청명역:淸明驛
청평역:淸平驛
체육공원역:體育公園驛
초당역:草堂驛
초량역:草梁驛
초월역:草月驛
초지역:草芝驛
총신대입구역:總神大入口驛
춘의역:春衣驛
춘천역:春川驛
충렬사역:忠烈祠驛
충무로역:忠武路驛
충정로역:忠正路驛
칠곡경대병원역:漆谷慶大病院驛
칠곡운암역:漆谷雲岩驛
칠성시장역:七星市場驛
캠퍼스타운역:캠퍼스타운驛
탄방역:炭坊驛
탄현역:炭峴驛
탑석역:塔石驛
태릉입구역:泰陵入口驛
태전역:太田驛
태평역:太平驛
테크노파크역:테크노파크驛
토성역:土城驛
퇴계원역:退溪院驛
파주역:坡州驛
판교역:板橋驛
판암역:板岩驛
팔거역:八거驛
팔달역:八達驛
팔달시장역:八達市場驛
팔당역:八堂驛
평강역:平江驛
평내호평역:坪內好坪驛
평동역:平洞驛
평촌역:坪村驛
평택역:平澤驛
풍무역:豊舞驛
풍산역:楓山驛
하계역:下溪驛
하남풍산역:河南豊山驛
하단역:下端驛
학동역:鶴洞驛
학동증심사입구역:鶴洞證心寺入口驛
학여울역:학여울驛
학정역:鶴亭驛
한강진역:漢江鎭驛
한남역:漢南驛
한대앞역:漢大앞驛
한성대입구역:漢城大入口驛
한성백제역:漢城百濟驛
한양대역:漢陽大驛
한티역:한티驛
합정역:合井驛
해안역:解顔驛
해운대역:海雲臺驛
행당역:杏堂驛
행신역:幸信驛
현충로역:顯忠路驛
현충원역:顯忠院驛
혜화역:惠化驛
호구포역:虎口浦驛
호포역:湖浦驛
홍대입구역:弘大入口驛
홍제역:弘濟驛
화곡역:禾谷驛
화랑대역:花郞臺驛
화명역:華明驛
화서역:華西驛
화원역:花園驛
화전역:花田驛
화정역:花井驛
화정역:花亭驛
황금역:黃金驛
회기역:回基驛
회룡역:回龍驛
회현역:會賢驛
효자역:孝子驛
효창공원앞역:孝昌公園앞驛
흥선역:興宣驛
